data_publicacao,diretoria,numero_revista,codigo,titulo,numero,data_deposito,data_prioridade,cod_prioridade,classif_internacion,classif_nacion,titulo_inid,titular_nome,titular_uf,titular_pais,inventor_nome,titular_1,titular_parceiros1,titular_parceiros2,titular_abrev,titular_uf1,titular_uf2,inventor_1,inventor_outros,classif_nac1,classif_nac2,classif_nac3,classif_internac1,classif_internac2,classif_internac3
21/01/2020,Patente,2559,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014228-3,12/07/2018,,,C08H 1/00; C08L 97/02; C08L 89/00,C08H 1/00; C08L 97/02; C08L 89/00; C08L 2666/26,COMPÓSITOS DE ORIGEM ORGÂNICA,UNIVERSIDADE FEDERAL DE SERGIPE,SE,BR,REGINA HELENA MARINO; MARCOS CABRAL VASCONCELLOS BARRETTO; AIRON JOSÉ DA SILVA; IDAMAR DA SILVA LIMA; STEVEN PETER FIGUEIREDO ELLICE,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,,REGINA HELENA MARINO,MARCOS CABRAL VASCONCELLOS BARRETTO; AIRON JOSÉ DA SILVA; IDAMAR DA SILVA LIMA; STEVEN PETER FIGUEIREDO ELLICE,C08H 1/00,C08L 97/02,C08L 89/00; C08L 2666/26,C08H 1/00,C08L 97/02,C08L 89/00
21/01/2020,Patente,2559,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014244-5,12/07/2018,,,H04N 19/42; H04N 19/60; H04N 19/13; H04N 19/91,H04N 19/42; H04N 19/60; H04N 19/13; H04N 19/91,"TRANSFORMADAS DISCRETAS DE COMPRIMENTOS 8, 16 E 32 COM BAIXO CUSTO ARITMÉTICO PARA APLICAÇÕES DE COMPRESSÃO DE IMAGEM E VÍDEO",UNIVERSIDADE FEDERAL DE PERNAMBUCO; UNIVERSIDADE FEDERAL DE SANTA MARIA - UFSM,PE; RS,BR; BR,DIEGO RAMOS CANTERLE; RENATO JOSÉ DE SOBRAL CINTRA; FÁBIO MARIANO BAYER,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE SANTA MARIA - UFSM,,UFPE,PE,RS,DIEGO RAMOS CANTERLE,RENATO JOSÉ DE SOBRAL CINTRA; FÁBIO MARIANO BAYER,H04N 19/42,H04N 19/60,H04N 19/13; H04N 19/91,H04N 19/42,H04N 19/60,H04N 19/13; H04N 19/91
21/01/2020,Patente,2559,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014571-1,17/07/2018,,,B01D 11/02; B01D 15/08; A61K 36/185,,"PROCESSO DE EXTRAÇÃO, FRACIONAMENTO E ISOLAMENTO BIOGUIADO DE SUBSTÂNCIAS ANTIOXIDANTES PRESENTES NAS FOLHAS DE MORINGA OLEÍFERA",UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,BR,TATIANE LUIZA CADORIN OLDONI; NATHALIE MERLIN; MARIÉLI KARLING; SEVERINO MATIAS DE ALENCAR,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,,TATIANE LUIZA CADORIN OLDONI,NATHALIE MERLIN; MARIÉLI KARLING; SEVERINO MATIAS DE ALENCAR,,,,B01D 11/02,B01D 15/08,A61K 36/185
21/01/2020,Patente,2559,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014582-7,17/07/2018,,,A23L 27/00; A23L 33/165; C01B 13/36,A23L 27/70; A23L 27/75; A23L 27/79; A23L 33/165; C01B 13/36,PROCESSO DE OBTENÇÃO DE COMPLEMENTOS ALIMENTÍCIOS MULTIFUNCIONAIS EMPREGANDO HIDRÓXIDOS LAMELARES TROCADORES ANIÔNICOS,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,BR,ANA CRISTINA TRINDADE CURSINO; CRISTIANE CANAN; MARINES PAULA CORSO; NATÁLIA CRISTINA ZANOTELLI; LIANA CASTILHO GARCIA DIPP,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,,ANA CRISTINA TRINDADE CURSINO,CRISTIANE CANAN; MARINES PAULA CORSO; NATÁLIA CRISTINA ZANOTELLI; LIANA CASTILHO GARCIA DIPP,A23L 27/70,A23L 27/75,A23L 27/79; A23L 33/165; C01B 13/36,A23L 27/00,A23L 33/165,C01B 13/36
21/01/2020,Patente,2559,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014604-1,17/07/2018,,,C07D 487/04; A61K 31/55; A61P 31/04,,"DERIVADO SINTÉTICO DE ALCALOIDE QUINOLÍNICO, PROCESSO DE OBTENÇÃO, COMPOSIÇÃO FARMACÊUTICA PARA TRATAMENTO DE DOENÇAS INFECCIOSAS E USOS",UNIVERSIDADE FEDERAL DE MINAS GERAIS; FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS ? FAPEMIG; UNIVERSIDADE FEDERAL DE VIÇOSA,MG; MG; MG,BR; BR; BR,GASPAR DIAZ MUÑOZ; IZABEL LUZIA MIRANDA; SUÉLEN KARINE SARTORI; GISLAINE APARECIDA PURGATO; MARISA ALVES NOGUEIRA DIAZ,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS ? FAPEMIG,UNIVERSIDADE FEDERAL DE VIÇOSA,UFMG,MG,MG; MG,GASPAR DIAZ MUÑOZ,IZABEL LUZIA MIRANDA; SUÉLEN KARINE SARTORI; GISLAINE APARECIDA PURGATO; MARISA ALVES NOGUEIRA DIAZ,,,,C07D 487/04,A61K 31/55,A61P 31/04
21/01/2020,Patente,2559,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014617-3,18/07/2018,,,C08J 3/075; B65D 30/06; C08J 3/24; C08K 5/1545; C08L 1/02; B01J 20/24,C08J 3/075; B65D 29/04; C08J 3/24; C08K 5/1545; C08L 1/02; B01J 20/24,"FILME ATIVO COMPREENDENDO NANOCELULOSE OU NANOFIBRILAS DE CELULOSE E TANINO, PROCESSO DE PRODUÇÃO E USO DO MESMO COMO EMBALAGEM PARA ALIMENTO OU FÁRMACO",UNIVERSIDADE FEDERAL DE SANTA MARIA; CENTRO NACIONAL DE PESQUISA DE FLORESTAS - EMBRAPA FLORESTAS; UNIVERSIDADE FEDERAL DE PELOTAS; SALZBURG UNIVERSITY OF APPLIED SCIENCES,RS; PR; RS,BR; BR; BR; AT,ANDRÉ LUIZ MISSIO; DANIEL ASSUMPÇÃO BERTUOL; WASHINGTON LUIZ ESTEVES MAGALHÃES; BRUNO DUFAU MATTOS; DARCI ALBERTO GATTO; GIANLUCA TONDI,UNIVERSIDADE FEDERAL DE SANTA MARIA,CENTRO NACIONAL DE PESQUISA DE FLORESTAS - EMBRAPA FLORESTAS,UNIVERSIDADE FEDERAL DE PELOTAS; SALZBURG UNIVERSITY OF APPLIED SCIENCES,UFSM,RS,PR; RS,ANDRÉ LUIZ MISSIO,DANIEL ASSUMPÇÃO BERTUOL; WASHINGTON LUIZ ESTEVES MAGALHÃES; BRUNO DUFAU MATTOS; DARCI ALBERTO GATTO; GIANLUCA TONDI,C08J 3/075,B65D 29/04,C08J 3/24; C08K 5/1545; C08L 1/02; B01J 20/24,C08J 3/075,B65D 30/06,C08J 3/24; C08K 5/1545; C08L 1/02; B01J 20/24
21/01/2020,Patente,2559,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014640-8,18/07/2018,,,C05F 17/00; C05F 9/00,,"PROCESSO DE PRODUÇÃO, FORMULAÇÃO E USO DE ACELERADORES BIOINORGÂNICOS SUSTENTÁVEIS PARA A OBTENÇÃO DE FERTILIZANTE ORGÂNICO COMPOSTO",UNIVERSIDADE FEDERAL DA BAHIA,BA,BR,VERÔNICA MACHADO MATTOS; JOSÉ PETRONÍLIO CEDRAZ; ZENIS NOVAIS DA ROCHA,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,,VERÔNICA MACHADO MATTOS,JOSÉ PETRONÍLIO CEDRAZ; ZENIS NOVAIS DA ROCHA,,,,C05F 17/00,C05F 9/00,
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2016 021263-4,15/09/2016,,,A23L 27/60; A23L 23/00; A23L 19/00,A23L 27/60; A23L 23/00; A23L 19/00,MOLHO AGRIDOCE A BASE DE FRUTA(S) E HORTALIÇA(S) NÃO-CONVENCIONAL(IS),UNIVERSIDADE FEDERAL DO CEARÁ,,BR,MARIA DO CARMO PASSOS RODRIGUES; TATIANA DE OLIVEIRA LEMOS; ANA MARIA SOUZA DE ARAÚJO; ANIDA MARIA MORAES GOMES; ANA LÚCIA FERNANDES PEREIRA; GERMANIA DE SOUSA ALMEIDA BEZERRA; VIRGÍNIA KELLY GONÇALVES ABREU; VANDERSON DA SILVA COSTA,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,,,MARIA DO CARMO PASSOS RODRIGUES,TATIANA DE OLIVEIRA LEMOS; ANA MARIA SOUZA DE ARAÚJO; ANIDA MARIA MORAES GOMES; ANA LÚCIA FERNANDES PEREIRA; GERMANIA DE SOUSA ALMEIDA BEZERRA; VIRGÍNIA KELLY GONÇALVES ABREU; VANDERSON DA SILVA COSTA,A23L 27/60,A23L 23/00,A23L 19/00,A23L 27/60,A23L 23/00,A23L 19/00
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 013989-4,09/07/2018,,,A61K 36/906; A61K 125/00; A61P 29/00,,FORMULAÇÃO SEMISSÓLIDA CONTENDO SOLUÇÃO EXTRATIVA DO RIZOMA DE ZINGIBER OFFICINALE ROSCOE (ZINGIBERACEAE) PARA USO COMO ANTI-INFLAMATÓRIO TÓPICO,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,PE,BR,LARISSA ARAÚJO ROLIM; JACKSON ROBERTO GUEDES DA SILVA ALMEIDA; MARIGILSON PONTES DE SIQUEIRA MOURA; FATIMA KETUSSIA DOS SANTOS; ANA EDILÉIA BARBOSA PEREIRA LEAL; SILVIO ALAN GONÇALVES BOMFIM REIS; MARINA SILVA PALHA RIBEIRO; NATHÁLIA ANDREZZA CARVALHO DE SOUZA; JULIANA ANIELLE RIBEIRO DE SÁ; ANA PAULA DE OLIVEIRA,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,,,UNIVASF,PE,,LARISSA ARAÚJO ROLIM,JACKSON ROBERTO GUEDES DA SILVA ALMEIDA; MARIGILSON PONTES DE SIQUEIRA MOURA; FATIMA KETUSSIA DOS SANTOS; ANA EDILÉIA BARBOSA PEREIRA LEAL; SILVIO ALAN GONÇALVES BOMFIM REIS; MARINA SILVA PALHA RIBEIRO; NATHÁLIA ANDREZZA CARVALHO DE SOUZA; JULIANA ANIELLE RIBEIRO DE SÁ; ANA PAULA DE OLIVEIRA,,,,A61K 36/906,A61K 125/00,A61P 29/00
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014024-8,10/07/2018,,,G01J 5/04; G09B 3/02,,PAINEL ELÉTRICO DIDÁTICO DE TERMOGRAFIA INFRAVERMELHA,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,ES,BR,PRISCILA RIBEIRO AMORIM DE ALMEIDA; PABLO RODRIGUES MUNIZ; PAULO RENATO AVANCINI,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,,,IFES,ES,,PRISCILA RIBEIRO AMORIM DE ALMEIDA,PABLO RODRIGUES MUNIZ; PAULO RENATO AVANCINI,,,,G01J 5/04,G09B 3/02,
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014158-9,11/07/2018,,,G01N 1/10,G01N 1/10,SISTEMA PARA MEDIÇÃO DE CARACTERÍSTICAS TOPOGRÁFICAS E DINÂMICAS DE CURSOS D´ÁGUA BASEADO EM VEÍCULOS AÉREOS NÃO TRIPULADOS ANFÍBIOS COM MULTI-ROTORES,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA; FUNDAÇÃO PARQUE TECNOLÓGICO ITAIPU; FUNDAÇÃO ARAUCÁRIA DE APOIO AO DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO DO PARANÁ,PR; PR; PR,BR; BR; BR,FÁBIO RIZENTAL COUTINHO; JOSÉ DOLORES VERGARA DIETRICH; JOÃO AUGUSTO VASCONCELOS ALVES; GUILHERME FRANCISCO IAKMIU PENDIUK; JULIANO DA ROCHA QUEIROZ; NILTON BARBOSA DA ROSA JUNIOR; MATEUS HENRIQUE RIBEIRO ROCHA,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,FUNDAÇÃO PARQUE TECNOLÓGICO ITAIPU,FUNDAÇÃO ARAUCÁRIA DE APOIO AO DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO DO PARANÁ,UTFPR,PR,PR; PR,FÁBIO RIZENTAL COUTINHO,JOSÉ DOLORES VERGARA DIETRICH; JOÃO AUGUSTO VASCONCELOS ALVES; GUILHERME FRANCISCO IAKMIU PENDIUK; JULIANO DA ROCHA QUEIROZ; NILTON BARBOSA DA ROSA JUNIOR; MATEUS HENRIQUE RIBEIRO ROCHA,G01N 1/10,,,G01N 1/10,,
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014179-1,11/07/2018,,,A61B 17/28,,INSTRUMENTO CIRÚRGICO,UNIVERSIDADE FEDERAL DE SÃO PAULO - UNIFESP,SP,BR,ADRIANO GUIMARÃES BRASOLIN,UNIVERSIDADE FEDERAL DE SÃO PAULO - UNIFESP,,,UNIFESP,SP,,ADRIANO GUIMARÃES BRASOLIN,,,,,A61B 17/28,,
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014217-8,12/07/2018,,,C02F 1/72,C02F 1/72,PROCESSO POTENCIALIZADO DE OXIDAÇÃO DE CONTAMINANTES ORGÂNICOS DE AMPLOS ESPECTROS POR MATERIAIS BASEADOS EM ÓXIDOS DE FERRO MODIFICADOS,UNIVERSIDADE FEDERAL DE LAVRAS; FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,MG; MG,BR; BR,ANNELISE FRANÇA ARAÚJO; IARA DO ROSÁRIO GUIMARÃES CARVALHO; CAMILA MARÇAL CAVALCANTE,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,,UFLA,MG,MG,ANNELISE FRANÇA ARAÚJO,IARA DO ROSÁRIO GUIMARÃES CARVALHO; CAMILA MARÇAL CAVALCANTE,C02F 1/72,,,C02F 1/72,,
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014234-8,12/07/2018,,,C07D 401/10; C07D 401/14; C07D 401/04; A61P 31/04,,FLUOROQUINOLONAS TERPÊNICAS COM ATIVIDADE ANTIMICROBIANA,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ; FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,MG; MG,BR; BR,MAURICIO FROTA SARAIVA; DANIELA SACHS; CÉSAR AUGUSTO RIBEIRO; AMANDA DE CARVALHO PEREIRA MORAES; PEDRO AUGUSTO DE ANDRADE NOVAES,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,,UNIFEI,MG,MG,MAURICIO FROTA SARAIVA,DANIELA SACHS; CÉSAR AUGUSTO RIBEIRO; AMANDA DE CARVALHO PEREIRA MORAES; PEDRO AUGUSTO DE ANDRADE NOVAES,,,,C07D 401/10,C07D 401/14,C07D 401/04; A61P 31/04
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014252-6,12/07/2018,,,A23L 33/185; A23L 27/30; A23L 29/30,A23L 33/185; A23L 27/34; A23L 29/30; A23V 2250/548; A23V 2200/316; A23V 2250/61; A23V 2250/6422,SUPLEMENTO NUTRICIONAL COM ELEVADO TEOR DE PROTEÍNA VEGETAL,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,MS,BR,FLÁVIO CONCHE DA CUNHA; FABIANE LA FLOR ZIEGLER SANCHES; PRISCILA AIKO HIANE,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,UFMS,MS,,FLÁVIO CONCHE DA CUNHA,FABIANE LA FLOR ZIEGLER SANCHES; PRISCILA AIKO HIANE,A23L 33/185,A23L 27/34,A23L 29/30; A23V 2250/548; A23V 2200/316; A23V 2250/61; A23V 2250/6422,A23L 33/185,A23L 27/30,A23L 29/30
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014260-7,12/07/2018,,,A63F 3/04; A63F 3/00,A63F 3/0478; A63F 2003/00018; A63F 2003/0481,JOGO DE TABULEIRO PARA SAÚDE DA GESTANTE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,MT,BR,HELEN FERNANDA BARROS GOMES,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,,,UFMT,MT,,HELEN FERNANDA BARROS GOMES,,A63F 3/0478,A63F 2003/00018,A63F 2003/0481,A63F 3/04,A63F 3/00,
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014283-6,12/07/2018,,,C09K 11/08; C01B 32/168,C09K 11/0822; C01B 32/168,DISPOSITIVO POLIMÉRICO PARA MONITORAMENTO AMBIENTAL ACOPLANDO SENSOR FOTÔNICO NANOESTRUTURADO A RECONHECIMENTO MOLECULAR E RESPECTIVO PROCESSO DE OBTENÇÃO.,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,BR,PETRUS D'AMORIM SANTA CRUZ OLIVEIRA; LIZETH CAROLINA MOJICA SÁNCHEZ,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,,PETRUS D'AMORIM SANTA CRUZ OLIVEIRA,LIZETH CAROLINA MOJICA SÁNCHEZ,C09K 11/0822,C01B 32/168,,C09K 11/08,C01B 32/168,
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 015161-4,25/07/2018,,,B01D 71/70; B01D 71/00; B01J 20/22; B01J 20/28; B01J 20/32; C02F 1/00; C02F 1/28; C08F 30/08; C08K 5/541; C08L 83/04; B01D 61/00; C02F 101/20; C02F 101/32; C02F 103/00,B01D 71/70; B01D 71/00; B01J 20/22; B01J 20/28033; B01J 20/32; C02F 1/00; C02F 1/28; C08F 30/08; C08K 5/541; C08L 83/04; B01D 61/00; C02F 2101/20; C02F 2101/32; C02F 2103/00; C02F 2209/00; C08K 2201/00,"PROCESSO, PELÍCULA POLIMÉRICA CONTENDO CURCUMINA PARA DESCONTAMINAÇÃO DE AMBIENTES AQUÁTICOS E USOS","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",GO,BR,ROBERT RAMOS LEITE; ALÉCIO RODRIGUES NUNES,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",,,IFGOIANO,GO,,ROBERT RAMOS LEITE,ALÉCIO RODRIGUES NUNES,B01D 71/70,B01D 71/00,B01J 20/22; B01J 20/28033; B01J 20/32; C02F 1/00; C02F 1/28; C08F 30/08; C08K 5/541; C08L 83/04; B01D 61/00; C02F 2101/20; C02F 2101/32; C02F 2103/00; C02F 2209/00; C08K 2201/00,B01D 71/70,B01D 71/00,B01J 20/22; B01J 20/28; B01J 20/32; C02F 1/00; C02F 1/28; C08F 30/08; C08K 5/541; C08L 83/04; B01D 61/00; C02F 101/20; C02F 101/32; C02F 103/00
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 015226-2,25/07/2018,,,C12Q 1/02; C12R 1/01,,MÉTODO DE AVALIAÇÃO CRONOLÓGICA DA RESISTÊNCIA ADQUIRIDA FRENTE A QUIMIOTERÁPICOS,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,PE,BR,WAGNER EDUARDO DA SILVA; MONICA FREIRE BELIAN; CARINE EMILE MENEZES LAGRANGE; ANDRE FERNANDO LAVORANTE; EDNA BARBOZA DE LIMA; LUDHIMILLA SUELEN GOMES LINS DE LIMA,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,,WAGNER EDUARDO DA SILVA,MONICA FREIRE BELIAN; CARINE EMILE MENEZES LAGRANGE; ANDRE FERNANDO LAVORANTE; EDNA BARBOZA DE LIMA; LUDHIMILLA SUELEN GOMES LINS DE LIMA,,,,C12Q 1/02,C12R 1/01,
28/01/2020,Patente,2560,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2017 020957-7,18/09/2017,,,G09B 23/08,,MENSURAÇÃO DIGITAL DO ÂNGULO DE INCLINAÇÃO INTRODUZIDO NO PLANO INCLINADO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",RO,BR,CLÉVER REIS STEIN; MOACY JOSÉ STOFFES JUNIOR; PAULO ROBERTO DOS SANTOS; GUILHERME HENRIQUE FREIRE DOS SANTOS; MARIA TAMIRES DA SILVA BEZERRA; DAIANY DA SILVA FERREIRA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",,,IFRO,RO,,CLÉVER REIS STEIN,MOACY JOSÉ STOFFES JUNIOR; PAULO ROBERTO DOS SANTOS; GUILHERME HENRIQUE FREIRE DOS SANTOS; MARIA TAMIRES DA SILVA BEZERRA; DAIANY DA SILVA FERREIRA,,,,G09B 23/08,,
04/02/2020,Patente,2561,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 013954-1,09/07/2018,,,A61L 15/16; A61L 15/40,,NANOPARTÍCULAS DE ÁCIDO ÚSNICO EM FIBRAS ELETROFIADAS PARA AÇÃO ANTIBACTERIANA,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,PE,BR,HELINANDO PEQUENO DE OLIVEIRA; JULIANA MIKAELLY DIAS SOARES; MATEUS MATIUZZI DA COSTA; MARCELO REIS DOS SANTOS; NAIANA BRAGA FREIRE,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,,,UNIVASF,PE,,HELINANDO PEQUENO DE OLIVEIRA,JULIANA MIKAELLY DIAS SOARES; MATEUS MATIUZZI DA COSTA; MARCELO REIS DOS SANTOS; NAIANA BRAGA FREIRE,,,,A61L 15/16,A61L 15/40,
04/02/2020,Patente,2561,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 013976-2,09/07/2018,,,A61K 36/32; A61K 135/00; A61K 31/352; A61K 9/107; A61P 31/04; A61P 29/00,,"NANOEMULSÕES CONTENDO FRAÇÃO DE PROTIUM SPRUCEANUM, PROCESSO DE OBTENÇÃO, COMPOSIÇÃO FARMACÊUTICA",UNIVERSIDADE FEDERAL DE OURO PRETO; FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS ? FAPEMIG,MG; MG,BR; BR,GUSTAVO HENRIQUE BIANCO DE SOUZA; TATIANE ROQUETE AMPARO; LÍGIA ARCANJO GONÇALVES; JANAÍNA BRANDÃO SEIBERT; ORLANDO DAVID HENRIQUE DOS SANTOS; LUIZ FERNANDO MEDEIROS TEIXEIRA; PAULA MELO DE ABREU VIEIRA,UNIVERSIDADE FEDERAL DE OURO PRETO,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS ? FAPEMIG,,UFOP,MG,MG,GUSTAVO HENRIQUE BIANCO DE SOUZA,TATIANE ROQUETE AMPARO; LÍGIA ARCANJO GONÇALVES; JANAÍNA BRANDÃO SEIBERT; ORLANDO DAVID HENRIQUE DOS SANTOS; LUIZ FERNANDO MEDEIROS TEIXEIRA; PAULA MELO DE ABREU VIEIRA,,,,A61K 36/32,A61K 135/00,A61K 31/352; A61K 9/107; A61P 31/04; A61P 29/00
04/02/2020,Patente,2561,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 013984-3,09/07/2018,,,G05B 17/02; G05B 6/02,,SISTEMA PARA SELEÇÃO DE COMPONENTES E MÉTODO PARA AQUISIÇÃO DO CONHECIMENTO,INSTITUTO FEDERAL DE SANTA CATARINA,SC,BR,CLÁDIO JOSÉ WEBER,INSTITUTO FEDERAL DE SANTA CATARINA,,,IFSC,SC,,CLÁDIO JOSÉ WEBER,,,,,G05B 17/02,G05B 6/02,
04/02/2020,Patente,2561,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014066-3,10/07/2018,,,A61K 9/14; A61K 47/34; A61P 17/00; B82Y 5/00,,LOÇÃO PARA TRATAMENTO DE DERMATITE EM CÃES E GATOS,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,PE,BR,HELINANDO PEQUENO DE OLIVEIRA; MATEUS MATIUZZI DA COSTA; FERNANDO ANTONIO GOMES DA SILVA JÚNIOR; KAHEL VICTOR TRINDADE NEVES; SILVIO ALAN GONÇALVES BONFIM REIS,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,,,UNIVASF,PE,,HELINANDO PEQUENO DE OLIVEIRA,MATEUS MATIUZZI DA COSTA; FERNANDO ANTONIO GOMES DA SILVA JÚNIOR; KAHEL VICTOR TRINDADE NEVES; SILVIO ALAN GONÇALVES BONFIM REIS,,,,A61K 9/14,A61K 47/34,A61P 17/00; B82Y 5/00
04/02/2020,Patente,2561,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2018 014121-0,11/07/2018,,,C01F 5/00; C01F 1/00; C05B 9/00; C05B 11/00,,PROCESSO DE PRODUÇÃO DE FOSFATO DE MAGNÉSIO SILICATADO-POTÁSSICO PARA USO COMO FERTILIZANTE,UNIVERSIDADE FEDERAL DE LAVRAS; FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,MG; MG,BR; BR,CARLOS ALBERTO SILVA; HENRIQUE JOSÉ GUIMARÃES MOREIRA MALUF,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,,UFLA,MG,MG,CARLOS ALBERTO SILVA,HENRIQUE JOSÉ GUIMARÃES MOREIRA MALUF,,,,C01F 5/00,C01F 1/00,C05B 9/00; C05B 11/00
